item_id	name	classname	invgfx
41781	火焰之魔杖	wand.Spell_Magic_Wand 200 100 762 4	5168
41782	神秘的恢復藥水	hp.UserAddHp2 100 200 189	4929
41783	火焰之氣息	0	3031
41784	馬賓的袋子	MarbinBag	2092
41785	不完整的魔法晶球碎片	0	2095
41786	不完整的魔法晶球	0	2095
41787	象牙塔的魔法井水	0	537
41788	結晶的女性眼淚	0	2554
41789	冰之方塊	0	3890
41790	閃亮的 冰之方塊	0	3890
42001	指定傳送(吉爾塔斯)	teleport.SOR_UserSet false	551
42002	指定傳送(水晶洞穴1F)	teleport.SOR_UserSet false	551
42003	指定傳送(水晶洞穴2F)	teleport.SOR_UserSet false	551
42004	指定傳送(水晶洞穴3F)	teleport.SOR_UserSet false	551
42005	指定傳送(象牙塔1F)	teleport.SOR_UserSet false	551
42006	象牙塔箭筒	0	1762
42007	象牙塔的箭	0	7
42008	修練者的對盔甲施法的卷軸	reel.E_ScrollEnchantArmor	928
42009	修練者的對武器施法的卷軸	reel.E_ScrollEnchantWeapon	929
42010	修練者魔法袋	0	958
42011	修練者補給品卷軸	0	863
42012	修練者妙藥	0	2575
42013	福利傳送卷軸：說話之島	teleport.SOR_UserSet false	469
42014	福利傳送卷軸：古魯丁	teleport.SOR_UserSet false	469
42015	福利傳送卷軸：肯特	teleport.SOR_UserSet false	469
42016	福利傳送卷軸：風木	teleport.SOR_UserSet false	469
42017	福利傳送卷軸：燃柳	teleport.SOR_UserSet false	469
42018	福利傳送卷軸：銀騎士	teleport.SOR_UserSet false	469
42019	福利傳送卷軸：奇岩	teleport.SOR_UserSet false	469
42020	福利傳送卷軸：海音	teleport.SOR_UserSet false	469
42021	福利傳送卷軸：歐瑞	teleport.SOR_UserSet false	469
42022	福利傳送卷軸：威頓	teleport.SOR_UserSet false	469
42023	待設定	0	621
70678	魔法卷軸 (魂體轉換)	0	863
42024	待設定	0	3750
70679	魔法卷軸 (單屬性防禦)	0	863
42025	待設定	0	3749
70677	魔法卷軸 (釋放元素)	0	863
42026	待設定	0	2464
70675	魔法卷軸 (淨化精神)	0	863
70676	魔法卷軸 (屬性防禦)	0	863
42027	待設定	0	3751
70671	魔法卷軸 (世界樹的呼喚)	0	863
42028	待設定	0	3753
70672	魔法卷軸 (三重矢)	0	863
70673	魔法卷軸 (弱化屬性)	0	863
42029	待設定	0	3752
70674	魔法卷軸 (鏡反射)	0	863
42030	傲慢之塔移動卷軸(90F)	teleport.SOR_UserSet	551
42031	傲慢之塔移動卷軸(80F)	teleport.SOR_UserSet	551
42032	傲慢之塔移動卷軸(70F)	teleport.SOR_UserSet	551
42033	傲慢之塔移動卷軸(60F)	teleport.SOR_UserSet	551
42035	傲慢之塔移動卷軸(50F)	teleport.SOR_UserSet	551
42036	傲慢之塔移動卷軸(40F)	teleport.SOR_UserSet	551
42037	傲慢之塔移動卷軸(30F)	teleport.SOR_UserSet	551
42038	傲慢之塔移動卷軸(20F)	teleport.SOR_UserSet	551
42039	傲慢之塔移動卷軸(10F)	teleport.SOR_UserSet	6727
42040	指定傳送(海賊島地監1F)	teleport.SOR_UserSet false	551
42041	指定傳送(海賊島地監2F)	teleport.SOR_UserSet false	551
42042	指定傳送(海賊島地監3F)	teleport.SOR_UserSet false	551
42043	指定傳送(地底湖)	teleport.SOR_UserSet false	551
42044	指定傳送(說話島練功區)	teleport.SOR_UserSet false	551
42045	底比斯金字塔B點	teleport.SOR_UserSet false	551
42046	底比斯金字塔C點	teleport.SOR_UserSet false	551
42047	指定傳送(再生的聖所3F)	teleport.SOR_UserSet false	551
42050	地獄之旅門票	teleport.SOR_UserSet false	551
42051	指定傳送(暗影神殿外圍)	teleport.SOR_UserSet false	551
42052	指定傳送(暗影神殿1F)	teleport.SOR_UserSet false	551
42053	指定傳送(暗影神殿2F)	teleport.SOR_UserSet false	551
42054	指定傳送(暗影神殿3F)	teleport.SOR_UserSet false	551
42055	指定傳送(污濁之地)	teleport.SOR_UserSet false	551
42060	指定傳送(封閉的海音地監1F)	teleport.SOR_UserSet false	551
42061	指定傳送(封閉的海音地監2F)	teleport.SOR_UserSet false	551
42062	指定傳送(封閉的海音地監3F)	teleport.SOR_UserSet false	551
42063	指定傳送(鐵門廢棄礦坑1F)	teleport.SOR_UserSet false	551
42064	指定傳送(鐵門廢棄礦坑2F)	teleport.SOR_UserSet false	551
42065	指定傳送(亞丁地下墓穴1F)	teleport.SOR_UserSet false	551
42066	指定傳送(亞丁地下墓穴2F)	teleport.SOR_UserSet false	551
42067	指定傳送(亞丁地下墓穴3F)	teleport.SOR_UserSet false	551
42068	指定傳送(亞丁地下墓穴4F)	teleport.SOR_UserSet false	551
42069	指定傳送(冒險洞窟1F)	teleport.SOR_UserSet false	551
42070	指定傳送(冒險洞窟2F)	teleport.SOR_UserSet false	551
42071	指定傳送(海底隧道)	teleport.SOR_UserSet false	551
42072	指定傳送(眠龍洞穴1F)	teleport.SOR_UserSet false	551
42073	指定傳送(眠龍洞穴2F)	teleport.SOR_UserSet false	551
42074	指定傳送(眠龍洞穴3F)	teleport.SOR_UserSet false	551
42075	指定傳送(2F 黑暗結界 左)	teleport.SOR_UserSet false	551
42076	指定傳送(2F 黑暗結界 右)	teleport.SOR_UserSet false	551
42077	指定傳送(3F 黑暗結界)	teleport.SOR_UserSet false	551
42078	指定傳送(4F 庭院廣場)	teleport.SOR_UserSet false	551
42079	指定傳送(4F 長老會議廳)	teleport.SOR_UserSet false	551
42080	指定傳送(海賊島後半部)	teleport.SOR_UserSet false	551
42081	指定傳送(船舶之墓 海面)	teleport.SOR_UserSet false	551
42083	指定傳送(海音 鱷魚島)	teleport.SOR_UserSet false	551
42084	指定傳送(慾望洞窟 水之領域)	teleport.SOR_UserSet false	551
42085	指定傳送(慾望洞窟 火之領域)	teleport.SOR_UserSet false	551
42086	指定傳送(慾望洞窟 風之領域)	teleport.SOR_UserSet false	551
42087	指定傳送(慾望洞窟 地之領域)	teleport.SOR_UserSet false	551
42089	底比斯金字塔A點	teleport.SOR_UserSet false	551
42090	底比斯金字塔祭壇	teleport.SOR_UserSet false	551
42091	貝希摩斯 傳送回家卷軸	teleport.SOR_UserSet false	551
42092	希培莉亞 傳送回家卷軸	teleport.SOR_UserSet false	551
42093	慾望洞穴入口 瞬間移動卷軸	teleport.SOR_UserSet false	551
42094	炎魔房間 瞬間移動卷軸	teleport.SOR_UserSet false	551
42095	黑暗妖精聖地 瞬間移動卷軸	teleport.SOR_UserSet false	551
42096	原生魔族拋棄之地地面	teleport.SOR_UserSet false	551
42097	原生魔族拋棄之地海底	teleport.SOR_UserSet false	551
42098	不死魔族拋棄之地	teleport.SOR_UserSet false	551
42500	移除怪物魔杖	0	116
42502	原木	0	309
42503	木材	0	524
42504	箱子  	0	2033
42505	食物(箱)	0	2011
42506	藥品(箱)	0	2011
42507	武器(箱)	0	2011
42508	服飾(箱)	0	2011
42510	喀瑪王之心  (A)	0	1812
42511	喀瑪王之心  (B)	0	1812
42512	喀瑪王之心  (C)	0	1812
42513	頑皮幼龍蛋	0	3787
42514	受封印地龍之魔眼	0	3642
42515	受封印水龍之魔眼	0	3641
42516	受封印風龍之魔眼	0	3643
42517	受封印火龍之魔眼	0	3644
42518	地龍之魔眼	0	3642
42519	水龍之魔眼	0	3641
42520	風龍之魔眼	0	3643
42521	火龍之魔眼	0	3644
42522	誕生之魔眼	0	3663
42523	形象之魔眼	0	3666
42524	生命之魔眼	0	3645
42525	地龍之精緻魔眼	0	3642
42526	水龍之精緻魔眼	0	3641
42527	風龍之精緻魔眼	0	3643
42528	火龍之精緻魔眼	0	3644
42529	誕生之精緻魔眼	0	3663
42530	形象之精緻魔眼	0	3666
42531	淘氣幼龍蛋	0	3786
42533	奇蹟的碎片	0	3039
43000	返生藥水	0	1143
44019	自殺藥水	Level_Down 0 0 	2873
44020	自殺藥水(刻印)	Level_Down 0 0 	2873
44064	解人物卡點卷軸	teleport.Scroll_UnlockCha	1869
44065	潘朵拉黃金盔甲魔法卷軸	0	5981
44066	潘朵拉黃金武器魔法卷軸	0	5982
44068	對武器施法的卷軸	reel.AbsoluteEnchantWeapon	468
44069	對盔甲施法的卷軸	reel.AbsoluteEnchantArmor	467
44073	屬性武器抵抗卷軸	0	3344
44074	古代終極體力恢復劑(永久型)	0	1163
44075	強化 自我加速藥水(永久型)	0	621
44076	名譽貨幣(永久型)	0	1480
44077	巧克力蛋糕(永久型)	brave.StatusBraveCake 1027	2901
44087	閃爍的鱗片	0	3863
44100	經驗藥水×1.2倍	power.Potion	3745
44101	經驗藥水×1.3倍	power.Potion	3745
44102	經驗藥水×1.5倍	power.Potion	3745
44103	經驗藥水×1.7倍	power.Potion	3745
44104	經驗藥水×2倍	power.Potion	3745
44105	經驗藥水×2.5倍	power.Potion	3745
44106	經驗藥水×3倍	power.Potion	3745
44107	經驗藥水×3.5倍	power.Potion	3745
44108	經驗藥水×4倍	power.Potion	3745
44109	經驗藥水×4.5倍	power.Potion	3745
44110	經驗藥水×5倍	power.Potion	3745
44111	經驗藥水×5.5倍	power.Potion	3745
44112	經驗藥水×6倍	power.Potion	3745
44113	經驗藥水×6.5倍	power.Potion	3745
44114	經驗藥水×7倍	power.Potion	3745
44115	經驗藥水×7.5倍	power.Potion	3745
44116	經驗藥水×8倍	power.Potion	3745
44122	一般區傳符	teleport.SOR_UserSet true	2980
44123	休息區傳符	teleport.SOR_UserSet true	2983
44124	金幣市場交易中心傳送符	teleport.SOR_UserSet false	1036
44125	市場中心傳符-道具製作區	teleport.SOR_UserSet true	2980
44143	超能附魔石1	0	5626
44144	超能附魔石2	0	5630
44145	超能附魔石3	0	5624
44146	還擊附魔石	0	3792
44147	附魔去除劑	0	4816
44148	超能進化卷軸	0	1690
44149	蒂蜜特的呢喃	0	2439
44156	神奇卷軸[快速70等]	0	3069
44157	神奇卷軸[快速90等]	0	3069
44158	正義藥水(全滿)	extra.ItemUse	3743
44159	邪惡藥水(全滿)	extra.ItemUse	3744
44160	正義藥水(全滿)	extra.ItemUse	3743
44161	邪惡藥水(全滿)	extra.ItemUse	3744
44163	裝備保護羽毛	0	5155
44164	經驗保護羽毛	0	5159
44212	神秘的魔法變身書	0	3618
44213	龍的血液	0	2144
49121	記憶水晶(立方：燃燒)	0	3008
49122	記憶水晶(專注)	0	3010
49123	記憶水晶(心靈破壞)	0	3010
49124	記憶水晶(骷髏毀壞)	0	3010
49125	記憶水晶(幻覺：巫妖)	0	3010
49126	記憶水晶(立方：地裂)	0	3010
49127	記憶水晶(耐力)	0	3012
49128	記憶水晶(幻想)	0	3012
49129	記憶水晶(隱身破壞者)	0	3012
49130	記憶水晶(幻覺：鑽石高崙)	0	3012
49131	記憶水晶(立方：衝擊)	0	3012
49132	記憶水晶(洞察)	0	3014
49133	記憶水晶(恐慌)	0	3014
49134	記憶水晶(疼痛的歡愉)	0	3014
49135	記憶水晶(幻覺：化身)	0	3014
49136	記憶水晶(立方：和諧)	0	3014
46000	多魯嘉之袋	0	3638
46001	河豚	0	3611
47001	175%神力藥水	power.Potion	2643
47000	150%神力藥水	power.Potion	2643
47002	200%神力藥水	power.Potion	2643
47003	225%神力藥水	power.Potion	2643
47004	250%神力藥水	power.Potion	2643
47009	強化戰鬥卷軸	power.Potion	6062
47010	龍之鑰匙(安塔瑞斯)	0	3635
47011	龍之鑰匙(法利昂)	0	5658
47012	龍之鑰匙(林德拜爾)	0	5659
47013	龍逃走的蹤跡	0	4033
47014	龍之淚	0	4034
47015	龍之石	0	4035
47024	死亡競賽之勝利碎片	0	3565
47025	幽靈之家之勝利碎片	0	3565
47026	寵物競速之勝利碎片	0	3565
47027	寵物戰之勝利碎片	0	3565
47028	無限大賽之勝利碎片	0	3565
47029	地龍之渴望的眼淚	0	544
47030	火龍之渴望的眼淚	0	545
47031	水龍之渴望的眼淚	0	543
47032	風龍之渴望的眼淚	0	546
47033	侏儒魔菇	0	515
47034	侏儒符咒	0	525
47035	古老水珍珠	0	1185
47036	古老白水晶	0	1174
49005	卡立普的袋子(鑽石)	0	958
49006	卡立普的袋子(綠寶石)	0	958
49007	卡立普的袋子(紅寶石)	0	958
49008	卡立普的袋子(藍寶石)	0	958
49009	卡立普的高級袋子(品質 鑽石)	0	958
49010	卡立普的高級袋子(品質 綠寶石)	0	958
49011	卡立普的高級袋子(品質 紅寶石)	0	958
49012	卡立普的高級袋子(品質 藍寶石)	0	958
49013	魔族的卷軸	0	989
49014	靈魂之球	0	991
49015	黑色米索莉溶液	0	1161
49016	信紙	0	465
49017	信紙	0	466
49018	血盟的信紙	0	465
49019	血盟的信紙	0	466
49020	聖誕卡片	0	465
49021	聖誕卡片	0	466
49022	情人節卡片	0	606
49023	情人節卡片	0	605
49024	白色情人節卡片	0	616
49025	白色情人節卡片	0	615
49026	古老的金幣	0	2434
49027	塔洛斯的鑽石	0	2454
49028	塔洛斯的紅寶石	0	2448
49029	塔洛斯的藍寶石	0	2452
49030	塔洛斯的綠寶石	0	2450
49031	冰之結晶	0	2141
49032	冰魔的袋子	0	958
49033	冰之女王的袋子	0	958
49034	冰之女王的箱子	0	998
49035	冰之城鑰匙	0	59
49036	冰之城鑰匙	0	59
49037	雪之結晶	0	1479
49040	鯊魚卵	food 1	2729
49041	鱷魚肉	food 1	2732
49042	龍龜蛋	food 1	2833
49043	奇異鸚鵡肉	food 1	2739
49044	毒蠍肉	food 1	2731
49045	伊萊克頓肉	food 1	2734
49046	蜘蛛腿肉	food 1	2727
49047	蟹肉	food 1	2737
49048	綜合料理醬	power.Potion	2492
49049	魚子醬	power.Potion	2736
49050	鱷魚肉排	power.Potion	2733
49051	龍龜蛋餅乾	power.Potion	2741
49052	烤奇異鸚鵡	power.Potion	2740
49053	毒蠍串燒	power.Potion	2730
49054	燉伊萊克頓肉	power.Potion	2735
49055	蜘蛛腿串燒	power.Potion	2728
49056	蟹肉湯	power.Potion	2738
49057	特別的 魚子醬	power.Potion	2736
49058	特別的 鱷魚肉排	power.Potion	2733
49059	特別的 龍龜蛋餅乾	power.Potion	2741
49060	特別的 烤奇異鸚鵡	power.Potion	2740
49061	特別的 毒蠍串燒	power.Potion	2730
49062	特別的 燉伊萊克頓肉	power.Potion	2735
49063	特別的 蜘蛛腿串燒	power.Potion	2728
49064	特別的 蟹肉湯	power.Potion	2738
49065	噴水池(家具)	Furniture	2869
49066	花園柱子(家具)	Furniture	2870
49067	花園柱子(家具)	Furniture	2871
49068	屏風(家具)	Furniture	2885
49069	屏風(家具)	Furniture	2886
49070	花瓶架(家具)	Furniture	2890
49071	派對蛋糕(家具)	Furniture	2887
49072	惡魔的銅像(家具)	Furniture	2872
49073	飛龍的銅像(家具)	Furniture	2875
49074	黑豹的銅像(家具)	Furniture	2882
49075	艾莉絲的銅像(家具)	Furniture	2881
49076	巨大牛人的銅像(家具)	Furniture	2880
49077	惡魔的靈魂	0	2873
49078	飛龍的靈魂	0	2876
49079	黑豹的靈魂	0	2883
49080	艾莉絲的靈魂	0	2878
49081	巨大牛人的靈魂	0	2888
49082	不完整的航海日誌	0	2256
49083	不完整的航海日誌	0	2256
49084	不完整的航海日誌	0	2256
49085	不完整的航海日誌	0	2256
49086	不完整的航海日誌	0	2256
49087	不完整的航海日誌	0	2256
49088	不完整的航海日誌	0	2256
49089	不完整的航海日誌	0	2256
49090	不完整的航海日誌	0	2256
49091	不完整的航海日誌	0	2256
49092	龜裂之核	choice.E_MixBox	3026
49093	歐西里斯初級寶箱碎片：上	Valuable_Box_Fragment	3223
49094	歐西里斯初級寶箱碎片：下	Valuable_Box_Fragment	3224
49095	上鎖的歐西里斯初級寶箱	0	3222
49096	開鎖的歐西里斯初級寶箱	0	3225
49097	歐西里斯高級寶箱碎片：上	Valuable_Box_Fragment	3042
49098	歐西里斯高級寶箱碎片：下	Valuable_Box_Fragment	3043
49099	上鎖的歐西里斯高級寶箱	0	3219
49100	開鎖的歐西里斯高級寶箱	0	3220
49101	時空裂痕碎片	0	3034
40227	魔法書(灼熱武器)	0	252
40228	魔法書(呼喚盟友)	0	252
40229	魔法書(閃亮之盾)	0	252
40230	魔法書(勇猛意志)	0	252
40231	魔法書(援護盟友)	0	252
40232	精靈水晶(魔法防禦)	0	673
40233	精靈水晶(心靈轉換)	0	673
40234	精靈水晶(世界樹的呼喚)	0	673
40235	精靈水晶(淨化精神)	0	674
40236	精靈水晶(屬性防禦)	0	674
40237	精靈水晶(釋放元素)	0	677
40238	精靈水晶(魂體轉換)	0	677
40239	精靈水晶(單屬性防禦)	0	677
40240	精靈水晶(三重矢)	0	677
40241	精靈水晶(弱化屬性)	0	682
40242	精靈水晶(魔法消除)	0	682
40243	精靈水晶(召喚屬性精靈)	0	682
40244	精靈水晶(封印禁地)	0	687
40245	精靈水晶(召喚強力屬性精靈)	0	687
40246	精靈水晶(鏡反射)	0	687
40247	精靈水晶(大地防護)	0	676
40248	精靈水晶(地面障礙)	0	676
40249	精靈水晶(大地屏障)	0	676
40250	精靈水晶(大地的護衛)	0	681
40251	精靈水晶(鋼鐵防護)	0	686
40252	精靈水晶(體能激發)	0	686
40253	精靈水晶(水之元氣)	0	678
40254	精靈水晶(生命之泉)	0	683
40255	精靈水晶(生命的祝福)	0	688
40256	精靈水晶(火焰武器)	0	675
40257	精靈水晶(舞躍之火)	0	680
40258	精靈水晶(烈炎武器)	0	685
40259	精靈水晶(屬性之火)	0	685
40260	精靈水晶(風之神射)	0	679
40261	精靈水晶(風之疾走)	0	679
49137	鮮奶油蛋糕	0	2900
49138	巧克力蛋糕	brave.StatusBraveCake 1027	2901
49139	起司蛋糕	0	2902
49140	綠茶蛋糕卷	0	2897
49141	魔法蛋糕盒	0	608
49142	回憶蠟燭	0	2923
49143	勇氣結晶	0	2977
49147	100%歐林的飾品強化卷軸	0	3040
49148	飾品強化卷軸	0	3040
49156	屬性石	0	3279
49157	刻印的骨頭碎片	0	3025
49158	生命之樹果實	brave.StatusElfBrave 480 751	3038
49159	調職命令書	0	2246
49160	丹特斯的召書	0	2246
49161	精靈的私語	0	2994
49162	古代黑妖的秘笈	0	940
49163	密封的情報書	0	912
49164	間諜報告書	0	1322
49165	聖殿 2F鑰匙	0	59
49166	聖殿 3F鑰匙	0	59
49167	魔之角笛	0	2992
49168	破壞之秘藥	0	2996
49169	污濁妖魔之心	0	2101
49170	污濁精靈核晶	0	2096
49171	希蓮恩的指令書	0	2018
49172	希蓮恩的第一次信件	0	2018
49173	希蓮恩的第二次信件	0	2018
49174	希蓮恩的第三次信件	0	2018
49175	希蓮恩的第四次信件	0	2018
49176	希蓮恩的第五次信件	0	2018
49177	希蓮恩的第六次信件	0	2018
49178	希蓮恩護身符	0	1036
49179	希蓮恩之袋	0	1645
49180	希蓮恩之袋	0	1645
49181	希蓮恩的推薦書	0	2018
49182	妖精森林瞬間移動卷軸	teleport.SOR_UserSet false	474
49183	歐瑞村莊瞬間移動卷軸	teleport.SOR_UserSet false	474
49184	風木村莊瞬間移動卷軸	teleport.SOR_UserSet false	474
49185	威頓村莊瞬間移動卷軸	teleport.SOR_UserSet false	474
49186	生銹的笛子	0	43
49187	艾爾摩將軍之心	0	2478
49188	索夏依卡靈魂之心	0	2476
49189	索夏依卡靈魂之笛	0	999
49190	封印的索夏依卡遺物	0	1396
49191	艾爾摩部隊日記	0	2557
49192	時空裂痕水晶(綠色)	0	2295
49193	時空裂痕水晶(藍色)	0	2293
49194	第一次記憶碎片	0	2094
49195	第二次記憶碎片	0	2094
49196	第三次記憶碎片	0	2094
49197	第一次邪念碎片	0	2095
49198	第二次邪念碎片	0	2095
49199	第三次邪念碎片	0	2095
49200	未完成的時間水晶球	0	865
49201	完成的時間水晶球	0	938
49202	時空裂痕邪念碎片	0	1206
49203	食腐獸之血	0	2556
49204	翼龍之血	0	2215
49205	特別的原石	0	3002
49206	塞維斯邪念碎片	0	3039
49207	靈魂之火灰燼	0	591
49208	藍色之火碎片	0	3276
49209	長老普洛凱爾的信件	0	2018
49210	普洛凱爾的第一次指令書	0	2018
49211	普洛凱爾的第二次指令書	0	2018
49212	普洛凱爾的第三次指令書	0	2018
49213	普洛凱爾的第一次信件	0	2018
49214	普洛凱爾的第二次信件	0	2018
49215	普洛凱爾的礦物袋	0	1531
49216	普洛凱爾的護身符	0	1036
49217	妖魔搜索文件(妖魔森林)	0	917
49218	妖魔搜索文件(古魯丁)	0	917
49219	妖魔搜索文件(風木)	0	917
49220	妖魔密使變形卷軸	shop.PolyUserSet 6984 1200	472
49221	妖魔密使首領間諜書	0	917
49222	妖魔密使之笛子	0	43
49223	妖魔密使的徽印	0	2998
49224	幻術士同盟徽印	0	3000
49225	雪怪之心	0	2093
49226	結盟瞬間移動卷軸	0	473
49227	紅色之火碎片	0	3031
49228	發光的銀塊	0	1424
49229	異界邪念粉末	0	2456
49230	塔爾立昂的武器材料清單	0	2018
49231	路西爾斯邪念碎片	0	3039
49232	初級秘笈書	0	2557
49233	狩獵秘笈	0	2257
49234	便當袋	0	958
49235	克特的秘密	0	919
49236	庫卡斯的證明	0	991
49237	史塔利的證明	0	991
49238	狩獵的證明	0	665
49239	消滅之意志	0	990
49240	監視者之眼	hp.UserAddHp 60 80 197	1395
49241	祭壇的碎片	0	1997
49242	底比斯歐西里斯祭壇鑰匙	0	59
49243	香菜	0	513
49244	烤奎斯坦修的螯	power.Potion	2940
49245	烤格利芬肉	power.Potion	2925
49246	亞力安的尾巴肉排	power.Potion	2939
49247	烤巨王龜肉	power.Potion	2927
49248	幼龍翅膀串燒	power.Potion	2930
49249	烤飛龍肉	power.Potion	2928
49250	燉深海魚肉	power.Potion	2936
49251	邪惡蜥蜴蛋湯	power.Potion	2933
49252	特別的烤奎斯坦修的螯	power.Potion	2940
49253	特別的烤格利芬肉	power.Potion	2925
49254	特別的亞力安的尾巴肉排	power.Potion	2939
49255	特別的烤巨王龜肉	power.Potion	2927
49256	特別的幼龍翅膀串燒	power.Potion	2930
49257	特別的烤飛龍肉	power.Potion	2928
49258	特別的燉深海魚肉	power.Potion	2936
49259	特別的邪惡蜥蜴蛋湯	power.Potion	2933
49260	奎斯坦修的螯	food 1	2941
49261	格利芬肉	food 1	2926
49262	亞力安的尾巴	food 1	2938
49263	巨王龜肉	food 1	2937
49264	幼龍翅膀	food 1	2931
49265	飛龍肉	food 1	2929
49266	深海魚肉	food 1	2935
49267	邪惡蜥蜴蛋	food 1	2932
49269	伊森之畫像	hp.UserAddHp 10 30 189	2443
49281	待設定	0	863
49282	待設定	0	863
49270	寶石粉	Firework	2456
49283	待設定	0	863
49286	待設定	0	863
49271	愛瑪伊的心	0	2439
49287	普洛凱爾的第四次指令書	0	2018
49272	愛瑪伊的心	0	2439
49288	普洛凱爾的第五次指令書	0	2018
49273	愛瑪伊的心	0	2439
49274	伊森之心	0	2439
49275	伊森之心	0	2439
49278	勇者的南瓜袋子(金)	Box_BravePumpkin	943
49279	勇者的南瓜袋子(銀)	Box_BravePumpkin	943
49280	勇者的南瓜袋子(銅)	Box_BravePumpkin	943
49284	待設定	0	863
49285	待設定	0	863
49298	福利傳送卷軸：奇岩	0	469
49301	福利傳送卷軸：威頓	0	469
49302	濃縮加速藥水	brave.StatusHaste 1200 191	621
49303	濃縮呼吸藥水	Water_Essence	3750
49304	濃縮森林藥水	brave.StatusElfBrave 1920 751	3749
49305	濃縮勇敢藥水	brave.StatusBrave 1200 751	2464
49306	濃縮藍色藥水	mp.UserMprBlue 2400 11815	3751
49307	濃縮慎重藥水	brave.StatusWisdomPotion2	3753
49308	濃縮變形藥水	sosc.Sosc_Polyitem 5150	3752
49309	象牙塔箭筒	0	1762
70688	魔法卷軸 (暴風之眼)	0	863
49310	修練者的箭 (重複)	0	7
49311	修練者的對武器施法的卷軸	0	929
49312	修練者的對盔甲施法的卷軸	0	928
49313	修練者魔法袋	0	958
49314	修練者補給品卷軸	0	863
49317	修練者妙藥	0	2575
70689	魔法卷軸 (大地屏障)	0	863
49318	庫庫爾坎初級寶箱碎片(上)	Valuable_Box_Fragment	3322
70690	魔法卷軸 (生命之泉)	0	863
49319	庫庫爾坎初級寶箱碎片(下)	Valuable_Box_Fragment	3310
49320	上鎖的庫庫爾坎初級寶箱	0	3314
49321	開鎖的庫庫爾坎初級寶箱	0	3318
70691	魔法卷軸 (大地的護衛)	0	863
49322	庫庫爾坎高級寶箱碎片(上)	Valuable_Box_Fragment	3320
49323	庫庫爾坎高級寶箱碎片(下)	Valuable_Box_Fragment	3308
70692	魔法卷軸 (水之防護)	0	863
49324	上鎖的庫庫爾坎高級寶箱	0	3312
49325	開鎖的庫庫爾坎高級寶箱	0	3316
70693	魔法卷軸 (封印禁地)	0	863
49326	提卡爾庫庫爾坎祭壇鑰匙	0	59
49327	待設定	0	3895
70700	魔法卷軸 (鋼鐵防護)	0	863
49328	待設定	0	3895
70699	魔法卷軸 (風之枷鎖)	0	863
49329	待設定	0	3895
70698	魔法卷軸 (暴風神射)	0	863
49330	待設定	0	3899
70697	魔法卷軸 (生命呼喚)	0	863
49331	待設定	0	3907
70696	魔法卷軸 (生命的祝福)	0	863
49332	待設定	0	3907
49333	待設定	0	3887
70695	魔法卷軸 (烈炎武器)	0	863
49334	待設定	0	3919
70694	魔法卷軸 (召喚屬性精靈)	0	863
49335	魔法氣息(30分鐘)	choice.E_MixBox	3923
49336	高級魔法氣息(1小時)	choice.E_MixBox	3922
49337	最高級魔法氣息(3小時)	choice.E_MixBox	3924
40262	精靈水晶(暴風之眼)	0	684
40263	精靈水晶(暴風神射)	0	689
40264	精靈水晶(風之枷鎖)	0	689
40265	黑暗精靈水晶(暗隱術)	0	4232
40266	黑暗精靈水晶(附加劇毒)	0	4232
40267	黑暗精靈水晶(影之防護)	0	4232
40268	黑暗精靈水晶(提煉魔石)	0	4232
40269	黑暗精靈水晶(力量提升)	0	4232
40270	黑暗精靈水晶(行走加速)	0	4236
40271	黑暗精靈水晶(燃燒鬥志)	0	4236
49440	成熟的西瓜碎片	power.Potion	3588
49475	魔法師的寶石	0	4779
49476	破舊的古書	0	2499
49477	褪色的古書	0	2499
49532	媽祖的祝福(40分)	0	3558
49533	媽祖的祝福(40分)	0	3558
49538	密碼修改卷軸	shop.ResetPassword	205
49546	普洛凱爾的第四次指令書	0	2018
49547	普洛凱爾的第五次指令書	0	2018
49548	魔物的氣息	0	4701
49549	龍之祝福充能鑽石	extra.ItemUse	3721
49550	龍之祝福充能藍寶石	extra.ItemUse	3727
49551	龍之祝福充能紅寶石	extra.ItemUse	3725
49552	龍之珍珠	brave.StatusBraveCake 1027	3723
49553	名譽貨幣	brave.StatusBrave 600 6342	1480
49554	龍之綠寶石	extra.ItemUse	4766
49821	力量的便當籃	0	5430
49822	敏捷的便當籃	0	5429
49823	智力的便當籃	0	5428
49824	成長的便當籃	0	5432
49825	強壯的牛排	power.Potion	4955
49826	敏捷的煎鮭魚	power.Potion	4956
49827	炭烤的火雞	power.Potion	4944
49828	養生的雞湯	power.Potion	4978
49863	死亡競賽強化綠色藥水	brave.StatusHaste 1800 191	3034
49864	死亡競賽古代終極體力恢復劑	hp.UserAddHp 48 80 197	2050
49865	死亡競賽藥物箱	0	2267
49866	力量符石袋(55級)	0	4774
49867	敏捷符石袋(55級)	0	4775
49868	體質符石袋(55級)	0	4772
49869	智力符石袋(55級)	0	4773
49870	精神符石袋(55級)	0	4777
49871	力量符石袋(70級)	0	4774
49872	敏捷符石袋(70級)	0	4775
49873	體質符石袋(70級)	0	4772
49874	智力符石袋(70級)	0	4773
49875	精神符石袋(70級)	0	4777
49927	符石魔力去除劑	0	4816
49928	失去魔力的符石(55等)	0	4779
50103	偷窺卡	0	138
50104	反偷窺卡	0	138
50138	怪物對戰競賽票	0	143
50139	大樂透彩卷	0	143
44126	一億支票	0	138
